../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;7.371902
../instances/p1.2.c.txt;0.000000
../instances/p1.2.c.txt;0.000000
../instances/p1.2.c.txt;0.000000
../instances/p1.2.c.txt;0.000000
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;7.371902
../instances/p1.2.c.txt;7.371902
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;7.371902
../instances/p1.2.c.txt;7.371902
../instances/p1.2.c.txt;7.371902
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;0.000000
../instances/p1.2.c.txt;7.371902
../instances/p1.2.c.txt;5.095848
../instances/p1.2.c.txt;7.371902
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;136.027555
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;131.394168
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;140.948186
../instances/p1.2.m.txt;141.258452
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;132.273556
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;141.793375
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;145.949539
../instances/p1.2.m.txt;141.793375
../instances/p1.3.c.txt;4.334271
../instances/p1.3.c.txt;4.334271
../instances/p1.3.c.txt;4.334271
