1579345650;./instances/p1.2.c.txt;2-5.095848,20-5.095848,24-7.371902,94-7.371902,124-7.371902,390-7.371902,7.371902;599;
1105828556;./instances/p1.2.c.txt;4-5.095848,53-5.095848,64-6.357811,113-7.371902,961-7.371902,7.371902;599;
725263869;./instances/p1.2.c.txt;1-5.095848,2-5.095848,9-5.095848,20-6.184722,23-6.184722,27-6.357811,48-7.371902,122-7.371902,463-7.371902,1565-7.371902,1605-7.371902,7.371902;589;
1084790373;./instances/p1.2.c.txt;2-5.095848,3-7.371902,29-7.371902,405-7.371902,684-7.371902,7.371902;559;
434325513;./instances/p1.2.c.txt;2-5.095848,8-5.095848,13-5.095848,34-5.095848,37-7.371902,49-7.371902,245-7.371902,264-7.371902,295-7.371902,7.371902;584;
-142111237;./instances/p1.2.c.txt;2-5.095848,10-5.095848,37-5.095848,45-7.371902,63-7.371902,87-7.371902,283-7.371902,841-7.371902,7.371902;588;
-1911122252;./instances/p1.2.c.txt;2-5.095848,11-5.095848,24-5.095848,39-7.371902,42-7.371902,225-7.371902,485-7.371902,1676-7.371902,7.371902;596;
-1129119913;./instances/p1.2.c.txt;2-5.095848,13-5.095848,18-7.371902,106-7.371902,288-7.371902,3253-7.371902,3514-7.371902,7.371902;581;
1856101411;./instances/p1.2.m.txt;1-99.380332,2-126.126187,13-127.606053,82-141.793375,141.793375;17233;
90229235;./instances/p1.2.m.txt;1-74.908197,2-81.745318,3-89.023645,7-116.877555,36-121.148707,56-127.382676,60-128.343785,138-132.464171,152-140.828136,247-141.300496,4929-142.033039,142.033039;17266;
-1467807540;./instances/p1.2.m.txt;1-70.565604,4-91.025381,14-92.591988,15-103.368032,23-107.644938,40-120.824384,72-124.153607,85-127.131930,121-131.406412,287-131.613328,392-141.244279,641-145.949539,145.949539;17457;
-1540509725;./instances/p1.2.m.txt;1-93.890954,6-104.121116,8-126.448810,74-136.387146,595-140.384695,1546-141.793375,1589-145.574517,4902-145.949539,145.949539;17372;
740658323;./instances/p1.2.m.txt;1-100.289669,8-116.586592,17-127.204271,35-135.809855,1117-136.080025,1666-141.173234,141.173234;17592;
453860801;./instances/p1.2.m.txt;1-80.392743,4-107.174825,6-130.894057,58-131.468050,304-136.039205,639-136.792022,1339-137.185042,1959-141.641516,2663-145.949539,145.949539;17340;
482925961;./instances/p1.2.m.txt;1-94.075253,4-102.711939,8-110.284805,14-125.435258,36-126.323550,41-132.477130,292-135.956414,1466-137.447923,1780-142.576133,142.576133;17481;
-1387641269;./instances/p1.2.m.txt;1-80.549931,2-91.710511,4-112.179443,11-117.434835,15-130.490062,112-135.900821,132-135.956414,164-136.077540,382-137.847863,755-141.641516,141.641516;17516;
-42240450;./instances/p1.2.m.txt;1-77.240307,3-96.447478,4-110.933442,29-113.196524,45-116.076661,47-122.581194,158-126.561229,213-132.549560,288-140.436613,4838-140.826388,140.826388;20861;
-1160347137;./instances/p1.2.m.txt;1-96.084139,2-106.875814,19-112.262185,33-119.045852,46-121.545319,56-126.558909,121-132.765720,290-135.956414,372-136.730304,731-137.996925,1812-140.471013,2508-140.573164,140.573164;20690;
-968443230;./instances/p1.2.m.txt;1-95.783780,2-100.828698,3-103.473635,4-109.722656,27-110.543401,28-126.129250,117-131.873956,815-141.300496,4217-142.191799,142.191799;20830;
-251649550;./instances/p1.2.m.txt;1-101.351748,12-120.810567,15-121.214797,26-126.559849,174-127.748085,209-141.173234,795-141.244279,1952-141.778067,141.778067;20879;
1342844006;./instances/p1.2.m.txt;1-98.510865,3-112.883769,28-114.939679,33-117.368529,35-127.415517,99-131.211063,153-136.990003,3233-140.191593,4671-140.695012,140.695012;21210;
-2026914885;./instances/p1.2.m.txt;1-70.009719,2-85.994852,3-103.297091,10-109.782287,12-117.123399,43-126.375921,45-129.296803,221-141.244279,267-141.641516,2788-142.033039,4235-142.184898,142.184898;21092;
-1656710889;./instances/p1.2.m.txt;1-101.400630,4-103.404914,11-115.186547,12-115.792342,43-128.201842,69-130.679976,145-131.381697,172-135.731606,206-141.793375,886-141.793375,3289-145.949539,145.949539;21003;
48987855;./instances/p1.2.m.txt;1-67.471066,2-94.468647,5-101.980461,7-112.635618,17-132.046227,527-132.273556,675-140.573164,140.573164;21158;
-723006060;./instances/p1.2.m.txt;1-73.139445,2-86.813602,6-115.296556,25-117.187205,32-118.150010,42-120.521949,51-126.134475,98-126.433255,147-141.592264,284-141.692019,141.692019;20874;
-1560392916;./instances/p1.2.m.txt;1-87.080628,2-97.450128,3-113.026852,5-113.165077,7-120.584623,91-121.805398,138-127.252341,157-135.695785,768-135.900821,880-140.886716,1590-141.300496,2676-141.793375,141.793375;20998;
1843858533;./instances/p1.2.m.txt;1-86.295448,2-87.987413,3-88.267885,7-97.775897,13-127.550192,185-130.679976,262-140.165090,582-141.793375,141.793375;20941;
213026373;./instances/p1.2.m.txt;1-43.721806,2-106.267624,6-106.329661,11-110.146577,13-115.458139,14-116.338012,23-117.671610,42-118.820761,44-126.080588,85-131.873956,454-137.436100,3657-140.495193,3802-141.793375,141.793375;21071;
1510389641;./instances/p1.2.m.txt;1-90.573790,6-94.364052,7-113.908308,37-123.424033,103-132.691432,744-135.718426,838-141.793375,3911-145.949539,145.949539;20992;
-2043909599;./instances/p1.2.m.txt;1-93.133671,6-111.553760,27-115.169718,46-117.996907,57-121.482843,95-121.915128,98-131.600546,469-131.873956,494-136.622802,2864-137.447923,137.447923;20897;
-151963946;./instances/p1.2.m.txt;1-52.277933,2-86.607177,3-98.565434,5-124.474152,23-127.284430,36-131.036624,224-131.945996,480-135.889326,1134-135.956414,1222-140.573164,3148-141.173234,4090-145.949539,145.949539;20986;
804914574;./instances/p1.2.m.txt;1-95.688703,3-109.467035,14-112.206187,19-112.979209,25-116.202149,37-131.036624,180-131.613328,344-145.949539,145.949539;21349;
-1473976412;./instances/p1.2.m.txt;1-83.286234,2-106.497086,10-116.364158,20-117.049200,38-125.619423,50-127.807645,59-130.839881,228-132.457495,268-135.396041,359-135.787564,599-138.236589,739-141.086535,2756-141.244279,3346-142.033039,142.033039;21052;
-1164005508;./instances/p1.3.c.txt;2-4.334271,32-5.423144,131-5.423144,572-5.423144,1070-5.423144,5.423144;557;
478421509;./instances/p1.2.m.txt;1-92.221761,2-101.107116,4-106.365640,13-113.026640,28-120.870246,31-131.335516,314-136.730304,1788-141.793375,1876-141.793375,141.793375;20947;
-2038049517;./instances/p1.3.c.txt;4-4.334271,33-4.334271,58-5.423144,1408-5.423144,5.423144;559;
1588728277;./instances/p1.2.m.txt;1-82.385678,2-99.981030,6-111.906114,12-116.417486,15-121.609856,43-131.408505,168-136.485302,388-141.300496,1064-141.793375,141.793375;21152;
-1152773624;./instances/p1.2.m.txt;1-72.751237,2-93.760679,4-110.444913,5-118.502699,7-118.775293,9-141.641516,759-141.793375,4278-142.191799,142.191799;21363;
2142387761;./instances/p1.2.m.txt;1-108.074399,18-111.283151,19-116.094775,20-120.900269,42-126.219730,181-131.871391,189-131.923433,233-136.039768,254-136.176702,299-140.471013,1462-140.567760,2375-140.826388,3270-141.518558,3485-145.949539,145.949539;21071;
1909295250;./instances/p1.3.c.txt;3-4.334271,17-4.334271,18-5.423144,60-5.423144,1001-5.423144,5.423144;559;
1940726142;./instances/p1.2.m.txt;1-69.538032,2-96.012245,3-101.374380,8-119.313747,33-126.498471,42-127.330514,54-135.399935,165-140.608568,140.608568;21455;
1589375962;./instances/p1.3.c.txt;4-4.334271,15-5.423144,65-5.423144,315-5.423144,5.423144;557;
832526897;./instances/p1.3.c.txt;3-4.334271,11-5.423144,118-5.423144,3172-5.423144,5.423144;557;
-1399437669;./instances/p1.2.m.txt;1-103.202258,3-126.861836,182-127.489047,186-132.234906,205-135.399935,381-136.000831,436-140.471013,545-140.495193,3849-140.886716,3923-141.173234,141.173234;21045;
358542655;./instances/p1.3.c.txt;3-4.334271,18-5.423144,62-5.423144,504-5.423144,5.423144;558;
1170132666;./instances/p1.2.m.txt;1-77.889412,2-86.792747,3-100.505979,7-105.753231,14-123.067911,39-125.331700,115-135.644720,217-136.391069,489-140.191593,1300-140.400852,1600-141.173234,141.173234;21113;
-2062806637;./instances/p1.3.c.txt;27-4.334271,29-4.334271,33-4.334271,51-5.423144,408-5.423144,5.423144;548;
1485595071;./instances/p1.3.c.txt;1-4.334271,9-5.423144,159-5.423144,334-5.423144,1701-5.423144,5.423144;559;
-902328703;./instances/p1.3.c.txt;9-4.334271,13-4.334271,51-5.423144,126-5.423144,1183-5.423144,2332-5.423144,5.423144;567;
101326533;./instances/p1.3.c.txt;4-4.334271,18-4.334271,48-5.423144,174-5.423144,477-5.423144,5.423144;553;
1885789109;./instances/p1.3.c.txt;3-4.334271,7-5.423144,68-5.423144,300-5.423144,320-5.423144,5.423144;553;
-1926458529;./instances/p1.3.c.txt;4-5.423144,46-5.423144,377-5.423144,5.423144;554;
-943869142;./instances/p1.3.c.txt;17-4.334271,58-5.423144,194-5.423144,5.423144;556;
-956836673;./instances/p1.3.c.txt;10-4.334271,16-5.423144,64-5.423144,143-5.423144,5.423144;556;
-668103066;./instances/p1.3.c.txt;3-4.334271,28-4.334271,34-5.423144,4877-5.423144,5.423144;559;
-1406190690;./instances/p1.3.c.txt;2-4.334271,7-5.423144,155-5.423144,5.423144;556;
1936396118;./instances/p1.3.c.txt;1-4.334271,14-5.423144,39-5.423144,5.423144;557;
-1182472397;./instances/p1.3.c.txt;4-4.334271,14-4.334271,44-4.334271,66-5.423144,168-5.423144,1419-5.423144,5.423144;556;
-772704513;./instances/p1.3.c.txt;20-4.334271,24-5.423144,65-5.423144,2093-5.423144,5.423144;558;
-1253450212;./instances/p1.3.c.txt;3-4.334271,16-4.334271,42-5.423144,136-5.423144,1334-5.423144,5.423144;559;
-1170359131;./instances/p1.3.c.txt;2-4.334271,31-4.334271,77-5.423144,146-5.423144,1318-5.423144,2326-5.423144,5.423144;558;
1457826032;./instances/p1.3.c.txt;1-4.334271,2-4.334271,40-5.423144,250-5.423144,5.423144;566;
203396388;./instances/p1.3.c.txt;7-4.334271,67-5.423144,81-5.423144,139-5.423144,5.423144;557;
-68836962;./instances/p1.3.c.txt;2-4.334271,6-4.334271,66-5.423144,158-5.423144,182-5.423144,324-5.423144,5.423144;551;
-1847460953;./instances/p1.3.c.txt;4-5.423144,134-5.423144,640-5.423144,5.423144;556;
1739893465;./instances/p1.3.c.txt;17-4.334271,96-5.423144,5.423144;554;
-949501361;./instances/p1.3.c.txt;11-4.334271,13-4.334271,18-4.334271,94-5.423144,169-5.423144,5.423144;549;
-1203175557;./instances/p1.3.c.txt;2-5.423144,235-5.423144,5.423144;555;
-1469635035;./instances/p1.3.c.txt;28-4.334271,29-4.334271,65-4.334271,82-5.423144,547-5.423144,1694-5.423144,5.423144;561;
-1055119807;./instances/p1.3.c.txt;2-4.334271,11-4.334271,75-4.334271,81-5.423144,194-5.423144,520-5.423144,1825-5.423144,5.423144;563;
-482847379;./instances/p1.3.c.txt;1-4.334271,64-4.334271,80-5.423144,202-5.423144,217-5.423144,5.423144;558;
1723388815;./instances/p1.3.c.txt;5-4.334271,24-4.334271,54-4.334271,71-5.423144,132-5.423144,5.423144;554;
-1624379650;./instances/p1.3.m.txt;1-62.768135,2-65.843973,3-66.730286,5-91.602868,16-96.424314,30-96.588097,431-100.600250,685-101.621628,744-102.249487,783-105.510440,910-105.540355,1772-107.077981,4086-107.077981,107.077981;19796;
-2124731659;./instances/p1.3.m.txt;1-36.013465,2-61.374943,3-66.610900,4-69.699745,5-72.210212,14-78.664159,24-83.765668,32-86.463437,39-91.595418,106-93.592123,113-96.193936,193-96.575405,342-97.810792,347-98.735643,747-100.547155,913-100.881995,960-105.593450,4073-107.314737,107.314737;20082;
-2057161726;./instances/p1.3.m.txt;1-83.868676,4-97.090102,72-97.537384,664-101.239345,1040-105.583208,105.583208;19820;
-1916601142;./instances/p1.3.m.txt;1-69.297370,4-74.525114,9-88.147438,62-88.253774,136-90.982982,140-94.716725,143-95.660728,167-101.898257,426-107.077981,107.077981;19994;
375242477;./instances/p1.3.m.txt;1-37.142976,2-59.777872,3-71.027626,5-92.169600,6-94.262320,10-101.717142,588-102.269560,1391-106.074417,106.074417;19974;
1497230695;./instances/p1.3.m.txt;1-76.095338,2-84.521649,17-86.783469,20-87.194404,23-91.266534,45-92.791647,110-94.233661,182-97.427814,212-101.143368,1407-101.898257,1830-107.079825,107.079825;19969;
1169189496;./instances/p1.3.m.txt;1-32.229032,3-80.751000,12-81.303686,15-82.710022,19-90.822887,90-101.479849,1603-106.752817,2307-107.077981,107.077981;20000;
-89797475;./instances/p1.3.m.txt;1-90.764358,13-93.837264,149-96.308188,210-96.508818,367-100.412125,419-102.604211,1227-105.711742,2327-105.711742,105.711742;20018;
-1805278762;./instances/p1.3.m.txt;1-53.093246,2-62.300182,3-74.132866,10-92.465861,39-92.514252,45-92.517646,109-98.770844,418-102.029247,1993-106.865178,2053-106.877733,106.877733;19859;
-1698031339;./instances/p1.3.m.txt;1-44.233419,2-56.070263,3-64.733935,10-74.702177,15-76.862442,18-101.687025,833-105.526683,2643-105.598913,4123-105.972514,4183-105.972514,105.972514;20045;
-2122574922;./instances/p1.3.m.txt;1-55.987750,2-82.437106,28-86.893344,31-87.661475,68-89.147617,85-95.797196,106-101.905601,495-102.061930,1245-106.551515,106.551515;19889;
1445205596;./instances/p1.3.m.txt;1-61.669342,2-62.209630,3-68.205779,7-69.923121,10-82.985941,13-87.124795,36-97.316902,88-98.205449,107-101.516648,1130-102.996657,2586-105.771213,2619-105.873115,3399-105.972514,3820-107.079825,107.079825;19969;
983502671;./instances/p1.3.m.txt;1-62.409925,3-69.345898,9-84.394050,18-86.680678,69-96.030091,234-96.169756,362-98.490751,382-99.680679,584-106.891457,106.891457;20251;
1783585184;./instances/p1.3.m.txt;1-53.570890,2-53.704884,3-55.966569,4-56.641613,5-64.660675,9-69.404833,10-87.813305,13-88.292668,35-93.987657,69-97.633917,746-101.413141,769-105.972514,4448-107.077981,107.077981;20042;
-588132343;./instances/p1.3.m.txt;1-81.308871,20-100.600250,38-102.314091,577-102.623951,2001-106.074417,106.074417;19964;
1023137517;./instances/p1.3.m.txt;1-51.293858,2-57.366171,6-59.649424,8-70.830469,11-87.609892,22-89.040076,39-91.666974,101-92.843871,104-102.090189,1382-102.600755,102.600755;19954;
59025316;./instances/p1.3.m.txt;1-76.570314,2-88.940203,3-96.802241,20-101.511728,250-101.966218,465-107.077981,107.077981;20126;
-408072843;./instances/p1.3.m.txt;1-64.561471,3-101.690589,653-101.702578,777-102.909165,3042-106.074417,3931-106.272679,106.272679;19872;
1157908204;./instances/p1.3.m.txt;1-93.294892,9-96.587458,86-98.380501,119-102.559625,571-105.325381,1417-105.873115,3891-106.232545,106.232545;19980;
486622649;./instances/p1.3.m.txt;1-59.922586,2-81.899314,8-86.820227,14-87.189070,27-91.832092,54-96.116533,224-97.089264,373-101.730233,1258-102.415277,4651-102.428911,102.428911;20047;
-1702760725;./instances/p1.3.m.txt;1-68.381640,2-77.211619,4-82.393080,9-90.797733,20-105.593450,105.593450;20129;
1813684273;./instances/p1.3.m.txt;1-53.376099,2-75.564652,5-81.261627,6-82.836420,9-84.306807,12-96.723890,29-107.242687,107.242687;20133;
1186189533;./instances/p1.3.m.txt;1-82.282856,3-91.974921,51-97.135233,108-105.770659,1167-106.876680,106.876680;20067;
1682563389;./instances/p1.3.m.txt;1-65.544079,2-87.584938,9-95.384555,57-97.258491,151-98.675663,321-100.860375,733-106.680225,1618-107.077981,107.077981;20114;
-800955206;./instances/p1.3.m.txt;1-68.394115,2-71.242563,5-77.115696,11-86.410641,25-90.976480,27-101.330200,64-102.721337,142-112.071181,112.071181;19884;
1939209780;./instances/p1.4.c.txt;0.000000;549;
2024069203;./instances/p1.4.c.txt;0.000000;542;
-1885951407;./instances/p1.3.m.txt;1-82.403773,9-98.017341,44-98.579144,76-101.039421,244-102.249487,247-105.366126,1214-105.858573,2432-106.059875,2651-107.210178,107.210178;19980;
-995474779;./instances/p1.3.m.txt;1-63.123632,2-70.721457,6-80.362938,10-87.332013,16-87.738398,18-94.292845,37-96.327209,81-98.749358,715-106.078853,1203-107.077981,107.077981;19876;
-1158353703;./instances/p1.4.c.txt;0.000000;550;
-1321341911;./instances/p1.3.m.txt;1-62.915395,3-78.433784,14-81.662144,26-95.492207,54-97.745043,327-101.830921,1261-102.254740,1324-107.895244,107.895244;19976;
-1790473336;./instances/p1.4.c.txt;0.000000;546;
605866339;./instances/p1.3.m.txt;1-61.774649,7-98.736707,303-99.128261,670-101.991892,776-102.600755,1345-111.053075,111.053075;19943;
1811456100;./instances/p1.3.m.txt;1-90.272617,5-91.891677,22-93.381220,30-95.723051,124-96.883378,150-96.886629,205-97.333850,262-98.183059,264-101.013541,636-106.291656,1909-107.902365,107.902365;20023;
397596857;./instances/p1.4.c.txt;0.000000;548;
-1549718174;./instances/p1.4.c.txt;0.000000;546;
2127567680;./instances/p1.3.m.txt;1-91.715826,5-95.517662,74-97.526957,115-97.998766,324-102.304790,621-106.478133,1777-111.265878,111.265878;20146;
468492201;./instances/p1.4.c.txt;0.000000;549;
2105778833;./instances/p1.4.c.txt;0.000000;550;
-44020292;./instances/p1.4.c.txt;0.000000;550;
1954438502;./instances/p1.4.c.txt;0.000000;546;
1042621614;./instances/p1.4.c.txt;0.000000;553;
-1904685874;./instances/p1.3.m.txt;1-52.973214,2-87.381750,5-88.141961,11-91.529367,146-95.495562,180-95.573254,195-95.817371,208-96.940095,301-97.630751,404-100.408611,576-100.600250,922-102.151567,1701-105.771213,3661-107.765629,107.765629;20237;
-2077158424;./instances/p1.4.c.txt;0.000000;548;
-1827647474;./instances/p1.4.c.txt;0.000000;548;
-249265693;./instances/p1.4.c.txt;0.000000;553;
1776265863;./instances/p1.4.c.txt;0.000000;548;
-1237864274;./instances/p1.4.c.txt;0.000000;550;
91119903;./instances/p1.4.c.txt;0.000000;548;
-874000491;./instances/p1.4.c.txt;0.000000;549;
115760795;./instances/p1.4.c.txt;0.000000;551;
-847410560;./instances/p1.4.c.txt;0.000000;555;
-872208563;./instances/p1.4.c.txt;0.000000;543;
1555484417;./instances/p1.4.c.txt;0.000000;550;
2117337193;./instances/p1.4.c.txt;0.000000;546;
1564406433;./instances/p1.4.c.txt;0.000000;545;
837456200;./instances/p1.4.c.txt;0.000000;546;
-1404378514;./instances/p1.4.c.txt;0.000000;550;
-1428725782;./instances/p1.4.c.txt;0.000000;556;
-536389466;./instances/p1.4.c.txt;0.000000;549;
1273972138;./instances/p1.4.c.txt;0.000000;551;
521156314;./instances/p1.4.c.txt;0.000000;550;
1676411246;./instances/p1.4.c.txt;0.000000;555;
1685111664;./instances/p1.4.c.txt;0.000000;550;
1010216774;./instances/p1.4.m.txt;1-23.077090,2-52.896841,4-61.300682,69-61.357584,140-64.355477,373-65.489743,991-66.016220,1119-66.652810,1276-66.665393,1788-67.168173,2275-69.221686,69.221686;18225;
-1990537900;./instances/p1.4.m.txt;1-37.781646,3-38.544881,4-65.635351,118-65.796458,407-68.805191,3361-69.207964,69.207964;18297;
1652931726;./instances/p1.4.m.txt;1-29.725422,2-41.649691,8-46.216307,11-50.022904,13-57.920678,35-60.338953,55-60.588505,105-66.786183,66.786183;18360;
1218634324;./instances/p1.4.m.txt;1-21.751869,2-24.132015,4-45.603138,5-55.880124,13-62.539321,149-66.518407,377-66.623836,2852-70.039101,2868-70.251904,70.251904;18206;
1708645570;./instances/p1.4.m.txt;1-36.732230,3-46.133139,5-47.388522,14-48.024464,15-52.351353,19-52.378069,22-61.121068,160-66.364193,1941-66.419129,2318-67.164832,67.164832;18046;
-1158326798;./instances/p1.4.m.txt;1-33.338283,2-41.637068,5-44.454514,13-59.906536,31-60.944756,121-63.281705,134-64.698525,319-65.085831,660-65.740967,692-66.425119,3214-66.936979,66.936979;18301;
-1162693090;./instances/p1.4.m.txt;1-46.738779,2-53.480944,11-54.690951,16-58.774839,26-66.038869,2680-66.880737,2702-67.213872,3652-67.789799,67.789799;18156;
-996748018;./instances/p1.4.m.txt;1-40.292570,4-53.447410,6-54.305001,9-54.476391,13-58.744716,23-60.605116,48-64.587730,78-66.038869,385-66.502619,1328-66.931091,2657-67.462289,67.462289;18340;
-1535046376;./instances/p1.4.m.txt;1-55.088965,38-61.360153,51-64.736952,114-69.262655,69.262655;18255;
1660639410;./instances/p1.4.m.txt;1-12.293776,2-33.041149,3-42.970125,4-51.275448,14-52.953083,18-60.150981,48-64.579394,75-66.462970,1671-66.518407,2457-68.189399,3010-68.456894,68.456894;18069;
1736802912;./instances/p1.4.m.txt;1-38.154618,2-47.500931,5-49.700188,7-55.631245,23-56.695185,32-61.133519,132-61.907297,170-63.701324,179-64.548177,350-65.163627,414-65.741961,911-67.671375,67.671375;18357;
1888494706;./instances/p1.4.m.txt;1-38.795750,2-52.744646,4-57.439287,12-60.029721,13-61.716379,104-68.189399,2443-68.505737,68.505737;17914;
682276982;./instances/p1.4.m.txt;1-43.318452,3-47.633574,5-48.384046,6-55.138471,22-55.964692,36-57.373299,96-58.739734,162-60.281248,195-65.796458,247-66.081071,483-68.849789,68.849789;18181;
-675666453;./instances/p1.4.m.txt;1-36.985521,3-60.605116,46-65.697181,378-66.137087,1285-66.518407,1550-67.343075,67.343075;18403;
1945193511;./instances/p1.4.m.txt;1-43.020625,2-55.835149,12-58.341308,28-65.666775,57-66.654138,66.654138;18209;
-125638431;./instances/p1.4.m.txt;1-51.742704,10-54.345775,18-58.058396,25-62.193918,36-65.589543,102-67.789799,1005-68.157362,68.157362;18312;
2056107408;./instances/p1.4.m.txt;1-35.147507,2-46.795215,3-54.238928,27-58.558097,38-59.711307,54-60.890616,151-63.948261,277-65.826200,310-66.087759,368-66.508164,469-67.377428,2418-69.150294,69.150294;17967;
1381330044;./instances/p1.4.m.txt;1-28.280968,2-44.183701,7-46.292901,8-54.987449,9-56.719925,11-57.424364,55-57.691491,61-58.528315,71-64.752370,172-65.546112,2856-66.367449,3515-68.505737,4556-68.750694,68.750694;18298;
-743235980;./instances/p1.4.m.txt;1-48.336060,11-57.621380,13-66.364193,918-69.498267,69.498267;18146;
700664147;./instances/p1.4.m.txt;1-39.193906,4-41.996698,5-46.062001,9-49.991772,12-51.418949,14-53.097374,26-57.794571,48-62.373719,276-66.183619,615-66.527319,4055-68.186738,68.186738;18044;
-114589731;./instances/p1.4.m.txt;1-54.628083,4-60.681464,134-60.796699,158-61.074587,245-61.479721,265-64.069474,665-65.155830,849-65.980421,1674-66.301248,1753-68.790214,3699-69.582728,69.582728;18160;
1576902300;./instances/p1.4.m.txt;1-29.779182,3-49.972314,6-59.089636,64-61.627190,77-61.800554,399-65.190812,488-66.936979,3527-68.200451,68.200451;18278;
-1146045286;./instances/p1.4.m.txt;1-51.903989,9-54.524793,12-67.814717,1237-68.505737,68.505737;18486;
-1245612721;./instances/p1.4.m.txt;1-39.192189,2-48.187131,7-51.260632,17-55.582402,23-63.043297,178-65.234060,421-66.467341,527-67.377625,67.377625;18356;
-876681417;./instances/p1.4.m.txt;1-38.233398,2-49.657305,4-57.414464,17-60.503617,40-61.071841,191-63.167642,235-65.508754,441-65.748566,754-65.889343,1119-66.311491,1268-67.263665,1579-68.485867,68.485867;18381;
941274245;./instances/p1.4.m.txt;1-40.426932,4-44.865568,5-54.570412,10-56.316497,18-64.723396,85-66.508507,841-68.500600,1137-69.475459,69.475459;18291;
-1724525042;./instances/p1.4.m.txt;1-50.423312,2-62.895273,132-63.746765,306-63.872246,476-65.976704,895-66.157468,1617-66.818730,66.818730;18379;
1666747970;./instances/p1.4.m.txt;1-49.492851,9-57.620705,31-61.234456,181-64.534391,439-64.895820,527-68.676525,1463-69.150294,69.150294;18091;
1325669335;./instances/p1.4.m.txt;1-25.496840,2-55.452093,22-55.961590,29-59.795703,56-61.431868,132-61.785226,272-64.723396,835-65.564019,863-66.151390,2017-66.518407,2585-66.529349,2770-67.977652,2863-68.244090,4505-69.179267,69.179267;18273;
